0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
275.4782608695652,288.0,237.91304347826087,162.7826086956522,162.7826086956522,338.0869565217391,350.60869565217394,350.60869565217394,262.95652173913044,262.95652173913044,225.3913043478261,325.5652173913044,363.1304347826087,338.0869565217391,288.0,125.21739130434783,203.47826086956522,219.1304347826087,234.7826086956522,281.7391304347826,234.7826086956522,313.04347826086956,281.7391304347826,375.6521739130435,500.8695652173913,594.7826086956521,375.6521739130435,485.2173913043478,579.1304347826087,297.39130434782606
275.4782608695652,288.0,237.91304347826087,162.7826086956522,162.7826086956522,350.60869565217394,363.1304347826087,350.60869565217394,250.43478260869566,250.43478260869566,225.3913043478261,313.04347826086956,363.1304347826087,338.0869565217391,288.0,125.21739130434783,219.1304347826087,234.7826086956522,234.7826086956522,266.0869565217391,234.7826086956522,313.04347826086956,313.04347826086956,375.6521739130435,500.8695652173913,594.7826086956521,375.6521739130435,485.2173913043478,579.1304347826087,297.39130434782606
275.4782608695652,288.0,250.43478260869566,175.30434782608697,175.30434782608697,350.60869565217394,363.1304347826087,350.60869565217394,250.43478260869566,250.43478260869566,212.8695652173913,313.04347826086956,350.60869565217394,338.0869565217391,288.0,140.8695652173913,219.1304347826087,234.7826086956522,234.7826086956522,250.43478260869566,234.7826086956522,313.04347826086956,344.3478260869565,375.6521739130435,500.8695652173913,594.7826086956521,375.6521739130435,500.8695652173913,594.7826086956521,313.04347826086956
275.4782608695652,288.0,237.91304347826087,175.30434782608697,175.30434782608697,338.0869565217391,375.6521739130435,363.1304347826087,250.43478260869566,237.91304347826087,212.8695652173913,325.5652173913044,350.60869565217394,338.0869565217391,288.0,140.8695652173913,219.1304347826087,234.7826086956522,250.43478260869566,250.43478260869566,234.7826086956522,313.04347826086956,375.6521739130435,375.6521739130435,500.8695652173913,594.7826086956521,391.30434782608694,500.8695652173913,594.7826086956521,313.04347826086956
275.4782608695652,288.0,237.91304347826087,175.30434782608697,175.30434782608697,338.0869565217391,375.6521739130435,363.1304347826087,250.43478260869566,237.91304347826087,212.8695652173913,325.5652173913044,350.60869565217394,338.0869565217391,288.0,140.8695652173913,219.1304347826087,234.7826086956522,250.43478260869566,250.43478260869566,234.7826086956522,313.04347826086956,375.6521739130435,375.6521739130435,500.8695652173913,594.7826086956521,391.30434782608694,500.8695652173913,594.7826086956521,313.04347826086956
275.4782608695652,288.0,237.91304347826087,187.82608695652175,175.30434782608697,350.60869565217394,375.6521739130435,375.6521739130435,250.43478260869566,237.91304347826087,212.8695652173913,325.5652173913044,350.60869565217394,338.0869565217391,288.0,140.8695652173913,219.1304347826087,250.43478260869566,266.0869565217391,250.43478260869566,234.7826086956522,313.04347826086956,375.6521739130435,375.6521739130435,485.2173913043478,594.7826086956521,391.30434782608694,500.8695652173913,594.7826086956521,313.04347826086956
288.0,288.0,250.43478260869566,200.34782608695653,175.30434782608697,350.60869565217394,400.69565217391306,388.17391304347825,262.95652173913044,237.91304347826087,225.3913043478261,325.5652173913044,338.0869565217391,338.0869565217391,300.5217391304348,140.8695652173913,219.1304347826087,250.43478260869566,313.04347826086956,266.0869565217391,234.7826086956522,297.39130434782606,375.6521739130435,360.0,485.2173913043478,594.7826086956521,375.6521739130435,500.8695652173913,594.7826086956521,313.04347826086956
288.0,300.5217391304348,250.43478260869566,212.8695652173913,187.82608695652175,350.60869565217394,413.2173913043478,400.69565217391306,275.4782608695652,225.3913043478261,225.3913043478261,338.0869565217391,325.5652173913044,338.0869565217391,300.5217391304348,140.8695652173913,219.1304347826087,250.43478260869566,328.69565217391306,281.7391304347826,234.7826086956522,297.39130434782606,360.0,360.0,485.2173913043478,594.7826086956521,375.6521739130435,500.8695652173913,594.7826086956521,313.04347826086956
288.0,300.5217391304348,250.43478260869566,237.91304347826087,187.82608695652175,350.60869565217394,413.2173913043478,413.2173913043478,288.0,225.3913043478261,237.91304347826087,338.0869565217391,325.5652173913044,338.0869565217391,300.5217391304348,140.8695652173913,219.1304347826087,250.43478260869566,328.69565217391306,297.39130434782606,234.7826086956522,281.7391304347826,344.3478260869565,360.0,469.5652173913044,579.1304347826087,375.6521739130435,500.8695652173913,594.7826086956521,313.04347826086956
288.0,300.5217391304348,250.43478260869566,250.43478260869566,200.34782608695653,363.1304347826087,425.7391304347826,413.2173913043478,288.0,225.3913043478261,250.43478260869566,350.60869565217394,338.0869565217391,338.0869565217391,313.04347826086956,140.8695652173913,219.1304347826087,250.43478260869566,328.69565217391306,297.39130434782606,234.7826086956522,266.0869565217391,328.69565217391306,360.0,469.5652173913044,579.1304347826087,375.6521739130435,500.8695652173913,594.7826086956521,313.04347826086956
