0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
176.0,183.65217391304347,198.95652173913044,214.2608695652174,214.2608695652174,168.34782608695653,160.69565217391303,160.69565217391303,191.30434782608697,183.65217391304347,191.30434782608697,198.95652173913044,206.6086956521739,206.6086956521739,183.65217391304347,139.1304347826087,194.7826086956522,194.7826086956522,222.6086956521739,250.43478260869566,194.7826086956522,222.6086956521739,250.43478260869566,250.43478260869566,292.17391304347825,333.9130434782609,250.43478260869566,292.17391304347825,333.9130434782609,222.6086956521739
176.0,183.65217391304347,198.95652173913044,214.2608695652174,214.2608695652174,168.34782608695653,206.6086956521739,160.69565217391303,183.65217391304347,183.65217391304347,183.65217391304347,198.95652173913044,206.6086956521739,206.6086956521739,183.65217391304347,139.1304347826087,194.7826086956522,194.7826086956522,222.6086956521739,250.43478260869566,194.7826086956522,222.6086956521739,250.43478260869566,250.43478260869566,292.17391304347825,333.9130434782609,250.43478260869566,292.17391304347825,333.9130434782609,222.6086956521739
176.0,183.65217391304347,198.95652173913044,214.2608695652174,214.2608695652174,168.34782608695653,160.69565217391303,160.69565217391303,198.95652173913044,206.6086956521739,206.6086956521739,176.0,183.65217391304347,191.30434782608697,183.65217391304347,139.1304347826087,194.7826086956522,194.7826086956522,222.6086956521739,250.43478260869566,194.7826086956522,208.69565217391303,250.43478260869566,250.43478260869566,292.17391304347825,333.9130434782609,250.43478260869566,292.17391304347825,333.9130434782609,222.6086956521739
176.0,183.65217391304347,198.95652173913044,214.2608695652174,214.2608695652174,168.34782608695653,160.69565217391303,160.69565217391303,198.95652173913044,206.6086956521739,198.95652173913044,176.0,183.65217391304347,191.30434782608697,183.65217391304347,139.1304347826087,194.7826086956522,194.7826086956522,222.6086956521739,250.43478260869566,194.7826086956522,222.6086956521739,250.43478260869566,250.43478260869566,292.17391304347825,333.9130434782609,250.43478260869566,292.17391304347825,333.9130434782609,222.6086956521739
176.0,183.65217391304347,198.95652173913044,206.6086956521739,214.2608695652174,160.69565217391303,160.69565217391303,160.69565217391303,198.95652173913044,206.6086956521739,198.95652173913044,176.0,183.65217391304347,191.30434782608697,183.65217391304347,139.1304347826087,194.7826086956522,194.7826086956522,222.6086956521739,250.43478260869566,194.7826086956522,222.6086956521739,250.43478260869566,250.43478260869566,292.17391304347825,333.9130434782609,250.43478260869566,292.17391304347825,333.9130434782609,222.6086956521739
176.0,183.65217391304347,160.69565217391303,160.69565217391303,160.69565217391303,198.95652173913044,206.6086956521739,214.2608695652174,176.0,183.65217391304347,191.30434782608697,198.95652173913044,198.95652173913044,198.95652173913044,183.65217391304347,153.04347826086956,194.7826086956522,194.7826086956522,222.6086956521739,250.43478260869566,194.7826086956522,222.6086956521739,250.43478260869566,264.3478260869565,292.17391304347825,347.82608695652175,250.43478260869566,292.17391304347825,333.9130434782609,222.6086956521739
176.0,183.65217391304347,160.69565217391303,160.69565217391303,153.04347826086956,198.95652173913044,206.6086956521739,214.2608695652174,176.0,183.65217391304347,191.30434782608697,198.95652173913044,198.95652173913044,198.95652173913044,183.65217391304347,153.04347826086956,194.7826086956522,194.7826086956522,222.6086956521739,250.43478260869566,194.7826086956522,222.6086956521739,250.43478260869566,264.3478260869565,292.17391304347825,347.82608695652175,250.43478260869566,292.17391304347825,333.9130434782609,222.6086956521739
176.0,183.65217391304347,198.95652173913044,206.6086956521739,214.2608695652174,168.34782608695653,160.69565217391303,160.69565217391303,183.65217391304347,183.65217391304347,191.30434782608697,176.0,198.95652173913044,191.30434782608697,183.65217391304347,153.04347826086956,194.7826086956522,194.7826086956522,222.6086956521739,250.43478260869566,194.7826086956522,222.6086956521739,250.43478260869566,264.3478260869565,292.17391304347825,333.9130434782609,264.3478260869565,292.17391304347825,333.9130434782609,222.6086956521739
168.34782608695653,183.65217391304347,198.95652173913044,206.6086956521739,214.2608695652174,160.69565217391303,153.04347826086956,153.04347826086956,198.95652173913044,198.95652173913044,191.30434782608697,176.0,183.65217391304347,191.30434782608697,183.65217391304347,153.04347826086956,194.7826086956522,194.7826086956522,222.6086956521739,250.43478260869566,194.7826086956522,222.6086956521739,264.3478260869565,250.43478260869566,292.17391304347825,333.9130434782609,264.3478260869565,306.0869565217391,333.9130434782609,222.6086956521739
176.0,183.65217391304347,198.95652173913044,206.6086956521739,214.2608695652174,160.69565217391303,153.04347826086956,153.04347826086956,198.95652173913044,198.95652173913044,191.30434782608697,176.0,183.65217391304347,191.30434782608697,183.65217391304347,153.04347826086956,194.7826086956522,194.7826086956522,222.6086956521739,250.43478260869566,194.7826086956522,222.6086956521739,264.3478260869565,250.43478260869566,292.17391304347825,333.9130434782609,264.3478260869565,306.0869565217391,333.9130434782609,222.6086956521739
